Year,State,Type,"Death_Rate (per 100,000)",Deaths,Mental_Health_Issues,Unemployment_Rates,Median Age,Literacy_Rate,Conviction Rates,Median_Income,High school education,Population,Registered_Firearms
2019,Wisconsin,Swing,10,604,900,3.1,40.7,0.841,0.5435,76720,515431,6040000,1318.52649
2019,Wyoming,Red,22.3,133,91,4.2,39.2,0.861,0.681,74190,1223392,596412.5561,22476.05263
2020,Alabama,Red,23.6,1141,783,4.5,39.1,0.742,0.8033,61650,,4834745.763,3676.139527
2020,Alaska,Red,23.5,175,132,7.3,35.2,0.8112,0.6021,84260,,744680.8511,3149.671428
2020,Arizona,Swing,16.7,1265,972,6.6,38.7,0.732,0.7582,75620,,7574850.299,2960.665771
2020,Arkansas,Red,22.6,673,287,5.1,37.3,0.752,0.5344,57240,,2977876.106,3480.366419
2020,California,Blue,8.5,3449,5232,9.1,36.3,0.771,0.641,87530,,40576470.59,953.2494926
2020,Colorado,Blue,15.4,922,811,6.4,37.7,0.832,0.3522,94440,,5987012.987,2105.908243
2020,Connecticut,Blue,6,219,501,7.3,41.2,0.831,0.869,89540,,3650000,2062.410959
2020,Delaware,Blue,14.4,135,267,5.6,40.9,0.806,0.301,78930,,937500,593.6
2020,Florida,Swing,13.7,3041,2611,6.4,42.7,0.736,0.5164,65110,,22197080.29,2239.384611
2020,Georgia,Swing,17.7,1897,1456,5,36.1,0.741,0.5242,66810,,10717514.12,2346.654244
2020,Hawaii,Blue,3.4,50,297,10.3,40.5,0.845,0.4429,91110,,1470588.235,625.3280001
2020,Idaho,Red,17.6,321,230,4.2,37.2,0.836,0.6822,75220,,1823863.636,3805.383178
2020,Illinois,Blue,14.1,1745,1189,7.6,38.3,0.811,0.6732,83790,,12375886.52,1213.747393
2020,Indiana,Red,17.3,1159,1523,5,36.7,0.823,0.4321,75310,,6699421.965,2133.930371
2020,Iowa,Red,11.2,351,161,4.3,38.1,0.891,0.6441,77570,,3133928.571,1487.366382
2020,Kansas,Red,16.9,494,313,4.3,37.8,0.859,0.4465,82380,,2923076.923,2079.418421
2020,Kentucky,Red,20.1,902,720,4.7,40.6,0.785,0.6237,63980,,4487562.189,2212.894124
2020,Louisiana,Red,26.3,1183,670,7.4,38.2,0.755,0.527,57700,,4498098.859,2833.063567
2020,Maine,Blue,10.4,153,305,4.2,44.4,0.841,0.3355,71800,,1471153.846,1270.771242
2020,Maryland,Blue,13.5,803,733,6.7,39.2,0.82,0.144,106900,,5948148.148,2131.201121
2020,Massachusetts,Blue,3.7,268,1333,7.8,39.4,0.813,0.7364,98980,,7243243.243,549.1876866
2020,Michigan,Swing,14.6,1454,1523,7,40.1,0.821,0.698,72590,,9958904.11,936.8199449
2020,Minnesota,Swing,8.9,513,901,4.8,38.3,0.871,0.8128,88770,,5764044.944,1869.225536
2020,Mississippi,Red,28.6,818,456,6.6,38.1,0.73,0.8913,50880,,2860139.86,2413.658191
2020,Missouri,Red,23.9,1426,991,5,39.3,0.8214,0.6261,70090,,5966527.197,1656.373913
2020,Montana,Red,20.9,238,204,4.2,40.1,0.811,0.503,63960,,1138755.981,2412.018067
2020,Nebraska,Red,10.1,197,348,3.1,38.1,0.847,0.409,81440,,1950495.05,1744.941624
2020,Nevada,Swing,17,547,423,9.7,38.1,0.7412,0.8421,68950,,3217647.059,3263.191956
2020,New Hampshire,Blue,8.9,128,311,4.6,41.7,0.821,0.7721,100200,,1438202.247,4430.044532
2020,New Jersey,Blue,5,443,966,7.2,40.5,0.784,0.617,96430,,8860000,1081.805869
2020,New Mexico,Blue,22.7,479,207,8.5,39.5,0.715,0.4152,57380,,2110132.159,5499.418579
2020,New York,Blue,5.3,1052,2134,8.7,39.3,0.748,0.2622,77400,,19849056.6,442.1671104
2020,North Carolina,Swing,16,1699,1232,5.8,39.2,0.769,0.533,68120,,10618750,1848.023543
2020,North Dakota,Red,13.8,100,78,4.4,35.3,0.879,0.7472,72270,,724637.6812,3362.37
2020,Ohio,Swing,15.2,1764,1863,6.3,36.3,0.821,0.6334,68060,,11605263.16,1615.456689
2020,Oklahoma,Red,20.7,826,542,5.2,37.9,0.803,0.524,59150,,3990338.164,2277.601453
2020,Oregon,Blue,13,592,426,6.6,40.3,0.857,0.712,86630,,4553846.154,1825.731419
2020,Pennsylvania,Swing,13.6,1752,1982,7.7,41.2,0.831,0.4328,79800,,12882352.94,2467.390868
2020,Rhode Island,Blue,5.1,54,233,6.9,40.8,0.791,0.5562,90380,,1058823.529,451.8222224
2020,South Carolina,Red,22,1131,482,4.9,40.2,0.751,0.7279,68020,,5140909.091,2020.67374
2020,South Dakota,Red,13.6,120,287,3.2,37.7,0.845,0.606,79120,,882352.9412,4247.62
2020,Tennessee,Red,21.3,1473,113,5.7,39.2,0.775,0.4425,61970,,6915492.958,1915.568432
2020,Texas,Red,14.2,4164,3424,6.9,35.9,0.721,0.4872,77110,,29323943.66,2830.823199
2020,Utah,Red,13.6,429,291,3.6,32.2,0.857,0.564,94680,,3154411.765,3092.494172
2020,Vermont,Blue,11.6,76,190,4.4,38.2,0.851,0.518,75810,,655172.4138,1277.068421
2020,Virginia,Blue,13.4,1174,1323,5.1,38.1,0.825,0.901,92670,,8761194.03,4462.245656
2020,Washington,Blue,10.9,864,1432,6.6,37.2,0.821,0.505,91710,,7926605.505,1724.962847
2020,West Virginia,Red,18.1,325,209,6.3,42.8,0.789,0.657,58580,,1795580.11,2491.618155
2020,Wisconsin,Swing,12.2,717,786,4.8,40.7,0.841,0.5052,75980,,5877049.18,1416.288982
2020,Wyoming,Red,25.9,154,87,5.4,39.1,0.858,0.661,73780,,594594.5946,23099.1
2021,Alabama,Red,26.4,1315,770,2.7,39.2,0.762,0.827,61390,1079285,4981060.606,3913.222814
2021,Alaska,Red,25.2,182,129,5.4,35.2,0.839,0.572,87490,135473,722222.2222,3909.738462
2021,Arizona,Swing,18.3,1365,876,3.7,38.7,0.748,0.621,76370,1168057,7459016.393,3468.165055
2021,Arkansas,Red,23.3,698,231,3.3,37.2,0.7611,0.5274,54760,695062,2995708.155,4472.431661
2021,California,Blue,9,3576,5423,5.5,36.4,0.714,0.715,87960,5578997,39733333.33,1022.718121
2021,Colorado,Blue,17.8,1064,762,4.2,37.2,0.8421,0.4905,91610,814373,5977528.09,2499.059774
2021,Connecticut,Blue,6.7,248,479,5.1,41.7,0.837,0.765,87300,646776,3701492.537,2022.805645
2021,Delaware,Blue,16.6,158,234,4.7,40.5,0.804,0.3228,74070,201366,951807.2289,640.0455696
2021,Florida,Swing,14.1,3142,2431,3.6,42.1,0.7431,0.415,64410,70925,22283687.94,2327.823839
2021,Georgia,Swing,20.3,2200,1309,3.2,35.1,0.7581,0.435,66310,4363466,10837438.42,2806.235092
2021,Hawaii,Blue,4.8,71,234,3.2,41.5,0.858,0.5993,88630,1930376,1479166.667,627.3802815
2021,Idaho,Red,16.3,309,287,2.8,36.2,0.835,0.7563,82940,269095,1895705.521,4031.480584
2021,Illinois,Blue,16.1,1995,1238,4.9,37.3,0.799,0.6872,85460,338282,12391304.35,1168.149824
2021,Indiana,Red,18.4,1251,1623,3,36,0.811,0.4183,75690,2194993,6798913.043,2317.223341
2021,Iowa,Red,11.2,364,112,2.9,38.1,0.881,0.6361,78100,1517996,3250000,1667.015385
2021,Kansas,Red,17.3,503,266,2.6,37.8,0.853,0.5556,81930,646672,2907514.451,2402.395626
2021,Kentucky,Red,21.1,947,713,4.1,40.6,0.792,0.614,59980,493645,4488151.659,2424.895776
2021,Louisiana,Red,29.1,1314,623,4.1,38.2,0.753,0.537,61690,1007954,4515463.918,3367.560959
2021,Maine,Blue,12.6,178,347,3.9,44.4,0.878,0.3199,76710,1023442,1412698.413,1514.548314
2021,Maryland,Blue,15.2,915,751,3.7,39.6,0.83,0.1273,105000,300595,6019736.842,2263.504262
2021,Massachusetts,Blue,3.4,247,1276,3.9,39.9,0.823,0.7183,93340,1019047,7264705.882,621.3327936
2021,Michigan,Swing,15.4,1544,1555,4.6,41.1,0.814,0.6398,69540,1124134,10025974.03,1095.504533
2021,Minnesota,Swing,10,573,763,3,39.3,0.854,0.8313,86740,2003265,5730000,2265.706806
2021,Mississippi,Red,33.9,962,583,4.3,37.1,0.71,0.913,50290,909518,2837758.112,2844.217048
2021,Missouri,Red,23.2,1414,856,3.1,39.3,0.823,0.6145,68570,586187,6094827.586,1859.790099
2021,Montana,Red,25.1,280,213,2.7,40.3,0.819,0.6173,70090,1303894,1115537.849,3287.920713
2021,Nebraska,Red,10.3,200,351,2.2,38.8,0.842,0.359,84220,205527,1941747.573,2227.9415
2021,Nevada,Swing,19.8,633,409,5.5,38.2,0.7571,0.8948,69380,325200,3196969.697,3722.493839
2021,New Hampshire,Blue,8.3,123,277,2.5,41.9,0.893,0.7198,95800,597385,1481927.711,4887.755284
2021,New Jersey,Blue,5.2,475,823,5.4,40.2,0.782,0.607,95490,267904,9134615.385,1119.127579
2021,New Mexico,Blue,27.8,578,288,5.6,39.1,0.716,0.425,57650,1649422,2079136.691,5914.377854
2021,New York,Blue,5.4,1078,2234,5.4,38.8,0.741,0.2302,78630,372497,19962962.96,461.8102042
2021,North Carolina,Swing,17.3,1839,1432,3.9,39.2,0.789,0.4634,67820,3409426,10630057.8,2089.979229
2021,North Dakota,Red,16.8,128,83,2.3,35.3,0.872,0.697,74280,1802594,761904.7619,4065.46875
2021,Ohio,Swing,16.5,1911,1650,4.2,36.3,0.813,0.613,67600,133316,11581818.18,1801.625589
2021,Oklahoma,Red,21.2,836,492,2.9,37.2,0.787,0.6346,64800,2664759,3943396.226,2621.29378
2021,Oregon,Blue,14.9,670,430,4,41.3,0.851,0.629,88260,811661,4496644.295,2167.705373
2021,Pennsylvania,Swing,14.8,1905,1888,4.6,41.6,0.832,0.3428,78310,664591,12871621.62,2704.919475
2021,Rhode Island,Blue,5.6,64,256,3.8,40.2,0.778,0.6127,80850,3047979,1142857.143,427.6124999
2021,South Carolina,Red,22.4,1136,470,3.4,40.3,0.774,0.7127,67440,214431,5071428.571,2350.521127
2021,South Dakota,Red,14.3,128,301,2.1,37.7,0.858,0.515,79680,1026970,895104.8951,7224.404688
2021,Tennessee,Red,22.8,1569,115,3.6,39.2,0.782,0.4123,67030,172971,6881578.947,2202.052773
2021,Texas,Red,15.6,4613,3329,4.5,35.8,0.728,0.4329,72680,1502435,29570512.82,3403.914589
2021,Utah,Red,13.9,450,304,2.2,32.7,0.858,0.6128,94510,4723476,3237410.072,3657.491555
2021,Vermont,Blue,11.9,83,191,2.8,37.2,0.868,0.5308,82040,445010,697478.9916,1355.022892
2021,Virginia,Blue,14.3,1248,1492,3,38.9,0.816,0.9537,86550,121159,8727272.727,4854.976042
2021,Washington,Blue,11.2,896,1093,4.1,38.5,0.831,0.537,94510,1420599,8000000,2069.175
2021,West Virginia,Red,17.3,319,177,4,42.5,0.7823,0.7108,50500,1168676,1843930.636,2763.824138
2021,Wisconsin,Swing,13.5,793,666,2.9,40.3,0.8431,0.4251,75420,495311,5874074.074,1624.596469
2021,Wyoming,Red,26.1,155,80,3.7,39.7,0.858,0.6275,76620,1222356,593869.7318,23952.55935
